obs_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"579.99"	""	""		"12.10035133"	"14.2375"	3	5		
"580.117"	"2"	""		"11.44304735"	"13.57968262"	7	5		
"580.554126"	"20"	"9.0e+05"	D+	"11.44465635"	"13.57968262"	5	5		
"580.69"	""	""		"12.14042693"	"14.27497"	3	3		
"581.080"	"8"	"1.75e+05"	D+	"11.30345525"	"13.43654478"	3	3		
"581.57"	""	""		"12.14365295"	"14.27497"	5	3		
"582.01179"	"15"	""		"11.44304735"	"13.57272643"	7	7		
"582.351"	"3"	""		"11.54582278"	"13.67425649"	5	3		
"582.45185"	"40"	""		"11.44465635"	"13.57272643"	5	7		
"582.707"	"20"	"7.8e+05"	C	"11.30345525"	"13.43058609"	3	5		
"583.285661"	"100"	""		"11.44304735"	"13.56807535"	7	9		
"583.47"	""	""		"12.10035133"	"14.2246"	3	5		
"584.154"	"1"	""		"11.54582278"	"13.6676983"	5	7		
"584.966"	"2"	""		"11.30345525"	"13.42237500"	3	3		
"585.28750"	"5"	""		"11.44304735"	"13.56080735"	7	5		
"585.52"	""	""		"12.14365295"	"14.2605"	5	3		
"585.732"	"1"	""		"11.44465635"	"13.56080735"	5	5		
"586.675017"	"50"	"1.97e+05"	C+	"10.64363486"	"12.75638623"	3	3		
"587.091599"	"3000"	"7.1e+05"	C	"10.03240062"	"12.14365295"	3	5		
"587.990035"	"50"	"5.5e+04"	C+	"10.03240062"	"12.14042693"	3	3		
"588.118"	"2"	""		"11.54582278"	"13.65338742"	5	5		
"588.76868"	"3"	""		"11.54582278"	"13.65106120"	5	5		
"590.40"	""	""		"12.14365295"	"14.2431"	5	7		
"591.97"	""	""		"12.14365295"	"14.2375"	5	5		
"594.213"	"2"	""		"11.30345525"	"13.38939910"	3	5		
"594.545239"	"5"	""		"11.52611591"	"13.61090025"	3	3		
"595.514"	"2"	""		"11.52611591"	"13.60750927"	3	5		
"595.68"	""	""		"12.14365295"	"14.2246"	5	5		
"597.764573"	"4"	""		"11.52611591"	"13.59967246"	3	3		
"599.385020"	"60"	"5.0e+04"	B+	"10.03240062"	"12.10035133"	3	3		
"600.219"	"3"	""		"11.54582278"	"13.61090025"	5	3		
"601.20624"	"50*"	""		"11.54582278"	"13.60750927"	5	5		
"601.21555"	"50*"	"2.39e+06"	D+	"11.30345525"	"13.36510964"	3	5		
"603.583389"	"15"	""		"11.52611591"	"13.57968262"	3	5		
