obs_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"731.6272"	"70"	""		"9.5697254"	"11.2638950"	3	5		
"731.687"	"20"	"2.5e+05"	C+	"9.5801530"	"11.2741847"	3	3		
"731.994"	"15"	""		"10.1574692"	"11.850792"	5	7		
"732.1452"	"80"	""		"9.5697254"	"11.2626969"	3	3		
"732.305"	"2"	""		"10.1574692"	"11.850063"	5	5		
"733.6480"	"50"	""		"9.6856205"	"11.3751242"	5	7		
"735.558"	"40"	""		"9.8903766"	"11.5754959"	1	3		
"738.257"	"30"	""		"11.3751242"	"13.05407"	7	9		
"738.6003"	"100"	"1.25e+06"	B+	"9.5801530"	"11.2583279"	3	5		
"739.3793"	"150"	"4.89e+06"	B	"9.8210940"	"11.4975007"	5	7		
"740.041"	"30"	""		"9.8210940"	"11.4960046"	5	5		
"740.451"	"12"	""		"9.8210940"	"11.4950757"	5	3		
"740.577"	"3"	""		"9.9334853"	"11.607182"	1	3		
"742.405"	"20"	"8.60e+05"	B	"9.8210940"	"11.4906715"	5	5		
"744.194"	"20"	"4.7e+05"	C	"9.8210940"	"11.4866555"	5	7		
"745.100"	"25"	""		"9.9170767"	"11.5806159"	3	5		
"747.201"	"40"	""		"9.9170767"	"11.5759390"	3	5		
"747.401"	"25"	""		"9.9170767"	"11.5754959"	3	3		
"749.223"	"20"	""		"9.7207407"	"11.3751242"	7	7		
"750.113"	"20"	""		"9.6856205"	"11.3380418"	5	5		
"751.454"	"8"	""		"9.7893002"	"11.4387736"	3	1		
"751.496"	"3"	"2.1e+05"	C	"9.9334853"	"11.5828652"	1	3		
"755.979"	"40"	""		"9.9431148"	"11.5827155"	9	9		
"757.093"	"6"	""		"9.9431148"	"11.5803059"	9	7		
"758.429"	"10"	""		"9.9431148"	"11.5774212"	9	9		
"758.4680"	"200"	""		"9.9431148"	"11.5773314"	9	11		
"758.961"	"6"	""		"9.7893002"	"11.4224518"	3	3		
"759.436"	"1"	""		"10.0390549"	"11.671194"	7	7		
"760.077"	"10"	""		"10.2200428"	"11.850801"	7	9		
"760.497"	"2h"	""		"10.2200428"	"11.8499088"	7	7		
"760.846"	"5"	""		"10.0390549"	"11.668172"	7	5		
"760.982"	"3"	""		"10.2200428"	"11.848857"	7	9		
"764.2024"	"500"	"2.1e+07"	C+	"9.4471951"	"11.0691488"	1	3		
"764.230"	""	""		"9.9587513"	"11.5806159"	5	5		
"764.391"	"100"	""		"9.9587513"	"11.5803059"	5	7		
"766.402"	"10"	""		"9.7207407"	"11.3380418"	7	5		
"766.456"	"30"	""		"9.9587513"	"11.5759390"	5	5		
"766.661"	"10"	""		"9.9587513"	"11.5754959"	5	3		
"767.081"	"1"	""		"9.6856205"	"11.3014907"	5	5		
"774.031"	"40"	""		"9.8210940"	"11.4224518"	5	3		
"776.215"	"4"	""		"10.9787729"	"12.57563"	3	5		
"778.366"	"50"	""		"10.1574692"	"11.7499162"	5	7		
"778.942"	"15"	""		"10.1574692"	"11.7487346"	5	5		
"779.053"	"1"	""		"10.1574692"	"11.7485091"	5	7		
