obs_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"443.37239"	"700"	""		"18.55510805"	"21.35071290"	7	9		
"443.5094"	"50"	""		"18.63679156"	"21.431537"	5	3		
"444.0363"	"150*"	""		"18.63679156"	"21.428214"	5	5		
"444.0363"	"150*"	""		"18.63679156"	"21.428220"	5	7		
"444.0812"	"20"	""		"18.63679156"	"21.427932"	5	5		
"444.0890"	"10"	""		"18.63679156"	"21.427860"	5	7		
"444.4978"	"300"	""		"18.70407118"	"21.492601"	5	7		
"444.5671"	"10"	""		"18.69335943"	"21.481435"	3	3		
"444.6538"	"10"	""		"18.69335943"	"21.480912"	3	1		
"445.2983"	"150"	""		"18.61270528"	"21.396216"	3	5		
"445.3253"	"50"	""		"18.61270528"	"21.396056"	3	3		
"445.3324"	"20"	""		"18.63679156"	"21.420080"	5	3		
"445.3528"	"10"	""		"18.61270528"	"21.395879"	3	5		
"445.4285"	"50"	""		"18.63679156"	"21.419488"	5	5		
"445.5564"	"150"	""		"18.57583601"	"21.3577339"	5	3		
"445.6380"	"10"	""		"18.71137667"	"21.492758"	1	3		
"446.0175"	"1000"	""		"18.55510805"	"21.3341332"	7	5		
"446.2856"	"20"	""		"18.70407118"	"21.481435"	5	3		
"446.56544"	"500"	""		"18.57583601"	"21.3514561"	5	5		
"446.6045"	"50"	""		"18.57583601"	"21.351213"	5	3		
"446.6503"	"20"	""		"18.57583601"	"21.3509183"	5	5		
"446.68120"	"700"	""		"18.57583601"	"21.35073261"	5	7		
"446.7491"	"10"	""		"18.57583601"	"21.3503118"	5	3		
"447.0971"	"50*"	""		"18.71137667"	"21.483683"	1	3		
"447.0971"	"50*"	""		"18.61270528"	"21.38502238"	3	3		
"447.2246"	"10*"	""		"18.61270528"	"21.3842144"	3	5		
"447.2246"	"10*"	""		"18.69335943"	"21.464903"	3	5		
"447.5131"	"50"	""		"18.61270528"	"21.3824346"	3	3		
"447.5656"	"1000"	""		"18.61270528"	"21.3821198"	3	5		
"448.0823"	"150"	""		"18.72638145"	"21.492600"	3	5		
"448.3190"	"1500"	""		"18.38162323"	"21.14637893"	3	3		
"448.80926"	"3000"	""		"18.38162323"	"21.14336221"	3	5		
"449.17716"	"800"	""		"18.57583601"	"21.3353143"	5	3		
"449.1838"	"500"	""		"18.63679156"	"21.396228"	5	7		
"449.2132"	"50"	""		"18.63679156"	"21.396056"	5	3		
"449.2412"	"300"	""		"18.63679156"	"21.395879"	5	5		
"449.2689"	"150"	""		"18.63679156"	"21.3957154"	5	7		
"449.3108"	"50"	""		"18.63679156"	"21.395449"	5	3		
"449.3699"	"500"	""		"18.57583601"	"21.3341332"	5	5		
"449.9000"	"20"	""		"18.72638145"	"21.481435"	3	3		
"449.9843"	"50*"	""		"18.72638145"	"21.480912"	3	1		
"449.9843"	"50*"	""		"18.69335943"	"21.447901"	3	3		
"450.0182"	"500"	""		"18.69335943"	"21.4476798"	3	5		
"451.0170"	"150"	""		"18.63679156"	"21.38502238"	5	3		
"451.1509"	"200*"	""		"18.70407118"	"21.451496"	5	3		
"451.1509"	"200*"	""		"18.63679156"	"21.3842144"	5	5		
"451.4891"	"700"	""		"18.63679156"	"21.3821429"	5	7		
"451.5022"	"20"	""		"18.63679156"	"21.3820449"	5	5		
"451.5411"	"300"	""		"18.61270528"	"21.3577339"	3	3		
"451.6936"	"500"	""		"18.61270528"	"21.3568107"	3	1		
"451.7736"	"1000"	""		"18.70407118"	"21.4476896"	5	7		
"452.5764"	"700"	""		"18.61270528"	"21.3514561"	3	5		
"452.6177"	"500"	""		"18.61270528"	"21.351213"	3	3		
"452.6685"	"150*"	""		"18.69335943"	"21.431537"	3	3		
"452.6685"	"150*"	""		"18.61270528"	"21.3509183"	3	5		
"452.7725"	"150"	""		"18.69335943"	"21.430933"	3	1		
"452.7973"	"10"	""		"18.61270528"	"21.350120"	3	1		
"452.9476"	"300"	""		"18.71137667"	"21.447901"	1	3		
"453.2395"	"10"	""		"18.69335943"	"21.428102"	3	3		
"453.63003"	"1500"	"4.29e+05"	C	"18.38162323"	"21.11401428"	3	3		
"453.76768"	"3000"	"4.77e+05"	C+	"18.38162323"	"21.11318538"	3	5		
"453.77545"	"10000"	"8.16e+05"	C+	"18.38162323"	"21.11313791"	3	5		
"453.83026"	"3000"	""		"18.55510805"	"21.2862943"	7	7		
"453.9168"	"500"	""		"18.55510805"	"21.2857743"	7	5		
"454.03801"	"500"	""		"18.55510805"	"21.2850442"	7	9		
"454.4502"	"500"	""		"18.70407118"	"21.431537"	5	3		
"454.5729"	"10"	""		"18.69335943"	"21.420080"	3	3		
"454.7218"	"100"	""		"18.55510805"	"21.28095151"	7	7		
"454.7728"	"150"	""		"18.55510805"	"21.28064461"	7	5		
"455.0640"	"10"	""		"18.70407118"	"21.427860"	5	7		
"455.2598"	"300"	""		"18.61270528"	"21.3353143"	3	3		
"455.4415"	"100"	""		"18.72638145"	"21.447901"	3	3		
"455.4561"	"50"	""		"18.61270528"	"21.3341332"	3	5		
"455.4824"	"400"	""		"18.72638145"	"21.447663"	3	5		
"455.5392"	"300"	""		"18.63679156"	"21.3577339"	5	3		
"455.6698"	"20"	""		"18.71137667"	"21.431537"	1	3		
"456.2449"	"10"	""		"18.71137667"	"21.428102"	1	3		
"456.5888"	"600"	""		"18.63679156"	"21.3514758"	5	7		
"456.6830"	"400"	""		"18.63679156"	"21.3509183"	5	5		
"456.7139"	"150"	""		"18.63679156"	"21.35073261"	5	7		
"456.7845"	"100"	""		"18.63679156"	"21.3503118"	5	3		
"457.30609"	"50"	""		"18.57583601"	"21.2862629"	5	5		
"457.3557"	"500"	""		"18.57583601"	"21.2859685"	5	3		
"457.3898"	"300"	""		"18.57583601"	"21.2857743"	5	5		
"457.50620"	"3000"	""		"18.57583601"	"21.2850775"	5	7		
"457.5858"	"200"	""		"18.57583601"	"21.2846064"	5	3		
"458.2035"	"1500"	""		"18.57583601"	"21.28095151"	5	7		
"458.2105"	"150"	""		"18.57583601"	"21.28091538"	5	5		
"458.24521"	"1500"	""		"18.55510805"	"21.2599810"	7	5		
"458.2556"	"150"	""		"18.57583601"	"21.28064461"	5	5		
"458.2980"	"50"	""		"18.72638145"	"21.430933"	3	1		
"458.5876"	"100"	""		"18.69335943"	"21.396216"	3	5		
"458.6145"	"20"	""		"18.69335943"	"21.396056"	3	3		
"459.3243"	"500"	""		"18.63679156"	"21.3353143"	5	3		
"459.5249"	"500"	""		"18.63679156"	"21.3341332"	5	5		
"460.4095"	"150"	""		"18.70407118"	"21.396228"	5	7		
"460.4680"	"10"	""		"18.70407118"	"21.395879"	5	5		
"460.4938"	"50"	""		"18.69335943"	"21.38502238"	3	3		
"460.9365"	"300"	""		"18.69335943"	"21.3824346"	3	3		
"460.9910"	"1500"	""		"18.69335943"	"21.3821198"	3	5		
"461.4391"	"1000"	""		"18.57583601"	"21.2619865"	5	3		
"461.6911"	"50"	""		"18.71137667"	"21.396056"	1	3		
"461.7837"	"700"	""		"18.57583601"	"21.2599810"	5	5		
"462.7799"	"20"	""		"18.70407118"	"21.3824346"	5	3		
"462.83113"	"1500"	""		"18.70407118"	"21.3821429"	5	7		
"462.8460"	"300"	""		"18.70407118"	"21.3820449"	5	5		
"463.6125"	"700"	""		"18.61270528"	"21.2862629"	3	5		
"463.66362"	"700"	""		"18.61270528"	"21.2859685"	3	3		
"463.6974"	"500"	""		"18.61270528"	"21.2857743"	3	5		
"463.9591"	"300"	""		"18.61270528"	"21.2842647"	3	1		
"464.0443"	"700"	""		"18.71137667"	"21.3824346"	1	3		
"464.3182"	"50"	""		"18.72638145"	"21.395879"	3	5		
"464.3931"	"20"	""		"18.72638145"	"21.395449"	3	3		
"464.4833"	"400"	""		"18.61270528"	"21.2812531"	3	3		
"464.54180"	"3000"	""		"18.61270528"	"21.28091538"	3	5		
"464.5885"	"10"	""		"18.61270528"	"21.28064461"	3	5		
"464.9904"	"700"	""		"18.57583601"	"21.24147014"	5	3		
"465.2101"	"300"	""		"18.69335943"	"21.3577339"	3	3		
"465.3699"	"500"	""		"18.69335943"	"21.3568107"	3	1		
"465.63936"	"3000"	""		"18.38162323"	"21.04354431"	3	3		
"466.11054"	"1500"	""		"18.38162323"	"21.04085339"	3	1		
"466.3092"	"400"	""		"18.69335943"	"21.3514561"	3	5		
"466.3518"	"200"	""		"18.69335943"	"21.351213"	3	3		
"466.6654"	"500"	""		"18.72638145"	"21.3824346"	3	3		
"466.73643"	"1000"	""		"18.72638145"	"21.3820449"	3	5		
"467.0884"	"700"	""		"18.70407118"	"21.3577339"	5	3		
"467.8218"	"3000"	""		"18.63679156"	"21.2862943"	5	7		
"467.86107"	"500"	""		"18.61270528"	"21.2619865"	3	3		
"467.9135"	"1500"	""		"18.63679156"	"21.2857743"	5	5		
"468.03670"	"1000"	""		"18.63679156"	"21.2850775"	5	7		
"468.1200"	"500"	""		"18.63679156"	"21.2846064"	5	3		
"468.1930"	"200"	""		"18.70407118"	"21.3514758"	5	7		
"468.2146"	"200"	""		"18.61270528"	"21.2599810"	3	5		
"468.2910"	"100"	""		"18.70407118"	"21.3509183"	5	5		
"468.3238"	"50"	""		"18.70407118"	"21.35073261"	5	7		
"468.3764"	"300"	""		"18.71137667"	"21.3577339"	1	3		
"468.7671"	"1000"	""		"18.63679156"	"21.28095151"	5	7		
"468.8191"	"20"	""		"18.63679156"	"21.28064461"	5	5		
"469.1580"	"150"	""		"18.69335943"	"21.3353143"	3	3		
"469.5363"	"200"	""		"18.71137667"	"21.351213"	1	3		
"469.6943"	"50"	""		"18.71137667"	"21.3503118"	1	3		
"470.0469"	"50"	""		"18.38162323"	"21.01857880"	3	5		
"470.25305"	"1500"	"1.62e+05"	C	"18.38162323"	"21.01742872"	3	3		
"470.43949"	"15000"	"2.10e+06"	C+	"18.38162323"	"21.01638327"	3	5		
"470.88594"	"12000"	"3.26e+06"	C+	"18.38162323"	"21.01388581"	3	3		
"471.00650"	"10000"	"4.09e+06"	C+	"18.38162323"	"21.01321219"	3	1		
"471.04881"	"300"	""		"18.72638145"	"21.3577339"	3	3		
"471.20633"	"15000"	""		"18.55510805"	"21.18558079"	7	7		
"471.21406"	"150*"	""		"18.55510805"	"21.18553364"	7	5		
"471.21406"	"150*"	""		"18.72638145"	"21.3568107"	3	1		
"471.2800"	"100"	""		"18.70407118"	"21.3341332"	5	5		
"471.43397"	"700"	""		"18.55510805"	"21.18431077"	7	5		
"471.51248"	"300"	""		"18.61270528"	"21.24147014"	3	3		
"471.52580"	"300"	""		"18.55510805"	"21.18380040"	7	7		
"471.5344"	"15000"	""		"18.55510805"	"21.18375011"	7	9		
"471.76085"	"700"	""		"18.61270528"	"21.24008531"	3	1		
"472.15337"	"700"	""		"18.63679156"	"21.2619865"	5	3		
"472.2150"	"50"	""		"18.72638145"	"21.351213"	3	3		
"472.2714"	"150"	""		"18.72638145"	"21.3509183"	3	5		
"472.3810"	"700*"	""		"18.72638145"	"21.3503118"	3	3		
"472.3810"	"700*"	""		"18.71137667"	"21.3353143"	1	3		
"472.4162"	"50"	""		"18.72638145"	"21.350120"	3	1		
"472.5145"	"700"	""		"18.63679156"	"21.2599810"	5	5		
"474.95754"	"3000"	""		"18.57583601"	"21.18553364"	5	5		
"475.06826"	"300"	""		"18.57583601"	"21.18492247"	5	3		
"475.1802"	"300"	""		"18.57583601"	"21.18431077"	5	5		
"475.27320"	"5000"	""		"18.57583601"	"21.18380040"	5	7		
"475.3123"	"10"	""		"18.72638145"	"21.3341332"	3	5		
"475.4440"	"1000"	""		"18.57583601"	"21.18286278"	5	3		
"475.8728"	"1500"	""		"18.63679156"	"21.24147014"	5	3		
"478.0338"	"3000"	""		"18.69335943"	"21.2862629"	3	5		
"478.0884"	"300"	""		"18.69335943"	"21.2859685"	3	3		
"478.1239"	"20"	""		"18.69335943"	"21.2857743"	3	5		
"478.4022"	"20"	""		"18.69335943"	"21.2842647"	3	1		
"478.89258"	"10000"	""		"18.55510805"	"21.14336221"	7	5		
"478.95982"	"1000"	""		"18.69335943"	"21.2812531"	3	3		
"479.02195"	"5000"	""		"18.69335943"	"21.28091538"	3	5		
"479.0728"	"300"	""		"18.69335943"	"21.28064461"	3	5		
"480.0111"	"150"	""		"18.70407118"	"21.2862943"	5	7		
"480.1076"	"20"	""		"18.70407118"	"21.2857743"	5	5		
"480.2363"	"100"	""		"18.70407118"	"21.2850775"	5	7		
"480.3225"	"10"	""		"18.70407118"	"21.2846064"	5	3		
"480.9500"	"100"	""		"18.70407118"	"21.2812531"	5	3		
"481.00640"	"1500"	""		"18.70407118"	"21.28095151"	5	7		
"481.06392"	"1000"	""		"18.70407118"	"21.28064461"	5	5		
"481.4338"	"500"	""		"18.71137667"	"21.2859685"	1	3		
"481.6900"	"10"	""		"18.71137667"	"21.2846064"	1	3		
"481.76386"	"3000"	""		"18.61270528"	"21.18553364"	3	5		
"481.87847"	"1500"	""		"18.61270528"	"21.18492247"	3	3		
"481.9937"	"700"	""		"18.61270528"	"21.18431077"	3	5		
"482.19218"	"3000"	""		"18.57583601"	"21.14637893"	5	3		
"482.31725"	"1000"	""		"18.71137667"	"21.2812531"	1	3		
"482.3370"	"500"	""		"18.61270528"	"21.1824863"	3	1		
"482.5529"	"500"	""		"18.69335943"	"21.2619865"	3	3		
"482.7338"	"10000"	""		"18.38162323"	"20.94928177"	3	3		
"482.7587"	"3000"	""		"18.57583601"	"21.14336221"	5	5		
"482.9288"	"50"	""		"18.69335943"	"21.2599810"	3	5		
"483.73139"	"5000"	""		"18.38162323"	"20.94398733"	3	5		
"484.2566"	"100"	""		"18.72638145"	"21.2859685"	3	3		
"484.2941"	"500"	""		"18.72638145"	"21.2857743"	3	5		
"484.5145"	"150"	""		"18.72638145"	"21.2846064"	3	3		
"484.5767"	"50"	""		"18.72638145"	"21.2842647"	3	1		
"484.9530"	"300"	""		"18.70407118"	"21.2599810"	5	5		
"485.1501"	"600"	""		"18.72638145"	"21.2812531"	3	3		
"485.2655"	"1000"	""		"18.72638145"	"21.28064461"	3	5		
"485.9604"	"150"	""		"18.71137667"	"21.2619865"	1	3		
"486.30810"	"1000"	""		"18.63679156"	"21.18558079"	5	7		
"486.43729"	"300"	""		"18.69335943"	"21.24147014"	3	3		
"486.55065"	"1000"	""		"18.63679156"	"21.18431077"	5	5		
"486.6476"	"800"	""		"18.63679156"	"21.18380040"	5	7		
"486.70189"	"700"	""		"18.69335943"	"21.24008531"	3	1		
"486.82766"	"700"	""		"18.63679156"	"21.18286278"	5	3		
"488.3403"	"150"	""		"18.57583601"	"21.11401428"	5	3		
"488.49170"	"10000"	"4.15e+05"	C+	"18.57583601"	"21.11322925"	5	7		
"488.50971"	"1000"	"1.02e+05"	C	"18.57583601"	"21.11313791"	5	5		
"488.8365"	"50"	""		"18.72638145"	"21.2619865"	3	3		
"489.2090"	"5000"	""		"18.61270528"	"21.14637893"	3	3		
"489.2228"	"100"	""		"18.72638145"	"21.2599810"	3	5		
"489.7924"	"700"	""		"18.61270528"	"21.14336221"	3	5		
"489.9013"	"500"	""		"18.71137667"	"21.24147014"	1	3		
"492.8235"	"700"	""		"18.72638145"	"21.24147014"	3	3		
"493.0944"	"500"	""		"18.72638145"	"21.24008531"	3	1		
"493.9041"	"1000"	""		"18.63679156"	"21.14637893"	5	3		
"494.4987"	"1000"	""		"18.63679156"	"21.14336221"	5	5		
"495.53905"	"1500"	"2.69e+05"	C	"18.61270528"	"21.11401428"	3	3		
"495.70335"	"10000"	"1.06e+06"	C+	"18.61270528"	"21.11318538"	3	5		
"495.7122"	"1500"	"3.41e+05"	C+	"18.61270528"	"21.11313791"	3	5		
"497.35555"	"1000"	""		"18.69335943"	"21.18553364"	3	5		
"497.4760"	"500"	""		"18.69335943"	"21.18492247"	3	3		
"497.5961"	"100"	""		"18.69335943"	"21.18431077"	3	5		
"497.9625"	"50"	""		"18.69335943"	"21.1824863"	3	1		
"499.4930"	"1500"	""		"18.70407118"	"21.18558079"	5	7		
"499.6209"	"20"	""		"18.70407118"	"21.18492247"	5	3		
"499.7482"	"150"	""		"18.70407118"	"21.18431077"	5	5		
"499.8502"	"100"	""		"18.70407118"	"21.18380040"	5	7		
"500.0395"	"30"	""		"18.70407118"	"21.18286278"	5	3		
"500.3561"	"20"	""		"18.63679156"	"21.11401428"	5	3		
"500.51587"	"5000"	"4.37e+05"	C+	"18.63679156"	"21.11322925"	5	7		
"500.53467"	"500"	"1.53e+05"	C	"18.63679156"	"21.11313791"	5	5		
"501.1003"	"250"	""		"18.71137667"	"21.18492247"	1	3		
"501.5187"	"50"	""		"18.71137667"	"21.18286278"	1	3		
"502.2870"	"250"	""		"18.57583601"	"21.04354431"	5	3		
"503.13484"	"2500"	"1.34e+06"	C+	"18.55510805"	"21.01865519"	7	7		
"503.15087"	"20"	"9.8e+04"	C	"18.55510805"	"21.01857880"	7	5		
"503.60016"	"350"	"2.08e+05"	C	"18.55510805"	"21.01638327"	7	5		
"503.75927"	"30"	"2.26e+05"	C	"18.55510805"	"21.01560547"	7	7		
"503.77512"	"5000"	"4.44e+06"	C+	"18.55510805"	"21.01552439"	7	9		
"504.1598"	"10"	""		"18.72638145"	"21.18492247"	3	3		
"504.2853"	"150"	""		"18.72638145"	"21.18431077"	3	5		
"504.5816"	"150"	""		"18.72638145"	"21.18286278"	3	3		
"504.6608"	"30"	""		"18.72638145"	"21.1824863"	3	1		
"505.29443"	"250"	""		"18.69335943"	"21.14637893"	3	3		
"505.9150"	"20"	""		"18.69335943"	"21.14336221"	3	5		
"507.40459"	"30"	"6.0e+04"	C	"18.57583601"	"21.01865519"	5	7		
"507.42007"	"350"	"1.42e+06"	C+	"18.57583601"	"21.01857880"	5	5		
"507.65971"	"350"	"2.86e+05"	C	"18.57583601"	"21.01742872"	5	3		
"507.87693"	"150"	"8.6e+04"	C	"18.57583601"	"21.01638327"	5	5		
"508.0383"	"1500"	"3.39e+06"	C+	"18.57583601"	"21.01560547"	5	7		
"508.1360"	"150"	""		"18.70407118"	"21.14336221"	5	5		
"508.39773"	"250"	"1.25e+05"	C	"18.57583601"	"21.01388581"	5	3		
"509.0321"	"80"	""		"18.71137667"	"21.14637893"	1	3		
"509.90522"	"250"	""		"18.61270528"	"21.04354431"	3	3		
"510.47011"	"350"	""		"18.61270528"	"21.04085339"	3	1		
"511.36724"	"750"	"8.67e+05"	C+	"18.38162323"	"20.80551122"	3	3		
"511.65032"	"1500"	"2.59e+06"	C+	"18.38162323"	"20.80417004"	3	5		
